A,B,X,arch,ETL,HTL,Predicted_PCE,egitim_kayit_sayisi
Cs0.2_FA0.8,Pb0.5_Sn0.5,I0.83_Br0.17,pin,PCBM_60,PEDOT_PSS,9.937302945674288,1630
Cs0.2_FA0.8,Pb0.5_Sn0.5,I0.6_Br0.4,nip,PCBM_60,PEDOT_PSS,9.93304555802264,22
FA0.83_Cs0.17,Pb0.5_Sn0.5,I0.6_Br0.4,nip,PCBM_60,PEDOT_PSS,9.914463490567549,22
MA0.9_Cs0.1,Pb,I0.6_Br0.4,pin,PCBM_60,PEDOT_PSS,9.909941364333138,1630
FA0.83_Cs0.17,Pb0.5_Sn0.5,I0.83_Br0.17,pin,PCBM_60,PEDOT_PSS,9.902162320742088,1630
MA,Pb0.5_Sn0.5,I0.83_Br0.17,pin,PCBM_60,PEDOT_PSS,9.860052206200638,1630
Cs0.2_FA0.8,Pb0.5_Sn0.5,I,nip,PCBM_60,PEDOT_PSS,9.827646987955871,22
FA,Pb,I0.83_Br0.17,pin,PCBM_60,PEDOT_PSS,9.793187825613444,1630
MA0.9_Cs0.1,Pb,I0.6_Br0.4,nip,PCBM_60,PEDOT_PSS,9.788103487428982,22
Cs0.2_FA0.8,Pb0.5_Sn0.5,I0.6_Br0.4,pin,PCBM_60,PEDOT_PSS,9.736913974676824,1630
FA0.83_Cs0.17,Pb0.5_Sn0.5,I,nip,PCBM_60,PEDOT_PSS,9.734322620291374,22
MA,Pb,I0.6_Br0.4,nip,PCBM_60,PEDOT_PSS,9.728232033009462,22
FA0.83_Cs0.17,Pb0.5_Sn0.5,I0.6_Br0.4,pin,PCBM_60,PEDOT_PSS,9.701773349744624,1630
MA,Pb0.5_Sn0.5,I,nip,PCBM_60,PEDOT_PSS,9.68408521847262,22
MA0.9_Cs0.1,Pb0.5_Sn0.5,I,nip,PCBM_60,PEDOT_PSS,9.645497291973545,22
Cs0.2_FA0.8,Pb0.5_Sn0.5,I,pin,PCBM_60,PEDOT_PSS,9.595427904659669,1630
FA,Pb0.5_Sn0.5,I0.6_Br0.4,nip,TiO2_c___TiO2_mp,PTAA,9.562369523835912,263
MA0.9_Cs0.1,Pb0.5_Sn0.5,I,pin,PCBM_60,PEDOT_PSS,9.542079327303217,1630
FA0.83_Cs0.17,Pb0.5_Sn0.5,I,pin,PCBM_60,PEDOT_PSS,9.485544979518062,1630
MA0.9_Cs0.1,Pb0.5_Sn0.5,I0.83_Br0.17,nip,PCBM_60,PEDOT_PSS,9.472707045182643,22
MA,Pb0.5_Sn0.5,I0.83_Br0.17,nip,PCBM_60,PEDOT_PSS,9.434821174178996,22
FA,Pb,I,pin,PCBM_60,PEDOT_PSS,9.420952870620056,1630
FA,Pb,I0.83_Br0.17,nip,PCBM_60,PEDOT_PSS,9.403149331226272,22
MA0.9_Cs0.1,Pb0.5_Sn0.5,I0.83_Br0.17,pin,PCBM_60,PEDOT_PSS,9.370108323093088,1630
FA,Pb,I0.6_Br0.4,pin,PCBM_60,PEDOT_PSS,9.320017257387684,1630
MA,Pb0.5_Sn0.5,I0.6_Br0.4,pin,PCBM_60,PEDOT_PSS,9.259794169425044,1630
FA,Pb,I,nip,PCBM_60,PEDOT_PSS,9.111471082920993,22
MA0.9_Cs0.1,Pb0.5_Sn0.5,I0.6_Br0.4,nip,PCBM_60,PEDOT_PSS,8.962165983996469,22
FA,Pb,I0.6_Br0.4,nip,PCBM_60,PEDOT_PSS,8.929978763000507,22
MA0.9_Cs0.1,Pb0.5_Sn0.5,I0.6_Br0.4,pin,PCBM_60,PEDOT_PSS,8.859567261906914,1630
MA,Pb0.5_Sn0.5,I0.6_Br0.4,nip,PCBM_60,PEDOT_PSS,8.834563137403403,22
FA,Pb0.5_Sn0.5,I0.83_Br0.17,pin,PCBM_60,PEDOT_PSS,8.565194320725523,1630
FA,Pb0.5_Sn0.5,I0.83_Br0.17,nip,PCBM_60,PEDOT_PSS,8.399592425332058,22
FA,Pb0.5_Sn0.5,I0.6_Br0.4,pin,PCBM_60,PEDOT_PSS,8.222093878292899,1630
FA,Pb0.5_Sn0.5,I,pin,PCBM_60,PEDOT_PSS,8.163527090744083,1630
FA,Pb0.5_Sn0.5,I,nip,PCBM_60,PEDOT_PSS,8.078481902038725,22
FA,Pb0.5_Sn0.5,I0.6_Br0.4,nip,PCBM_60,PEDOT_PSS,8.056491982899438,22
